Date,Year,Month,Month_Name,Location_encoded,Location_name,MinTemp,MaxTemp,Temp_avg,Rainfall,Evaporation,Sunshine,WindDir_avg,WindSpeed_max,WindSpeed_avg,Humidity_avg,Pressure_avg,Cloud_avg,RainToday,RISK_MM,RainTomorrow,activity_Surf,activity_Senderismo,activity_Buceo,activity_Kayak,activity_Ciclismo,activity_Camping 
2009-03-25,2009,3,March,37,Sydney,20.8,26.0,24.1,0.0,7.0,8.0,NNE,39.98429165757619,10.5,64.5,1018.6,4.0,0,1.4,1,0,1,0,0,0,0
2009-03-26,2009,3,March,37,Sydney,20.5,26.6,24.75,1.4,5.2,7.6,NE,39.98429165757619,9.5,64.0,1018.05,5.0,1,0.4,0,0,0,0,0,0,0
2009-03-27,2009,3,March,37,Sydney,20.6,23.5,22.25,0.4,5.8,4.8,SSE,39.98429165757619,21.5,64.0,1023.8,6.5,0,0.0,0,0,1,0,0,0,0
2009-03-28,2009,3,March,37,Sydney,16.4,23.5,20.45,0.0,4.4,10.8,WNW,39.98429165757619,13.0,67.0,1024.3000000000002,2.0,0,0.0,0,0,1,0,0,0,0
2009-03-29,2009,3,March,37,Sydney,16.1,24.4,20.95,0.0,6.6,9.4,WNW,39.98429165757619,14.0,71.5,1022.6500000000001,5.0,0,0.0,0,0,1,0,0,0,0
2009-03-30,2009,3,March,37,Sydney,18.6,26.2,23.799999999999997,0.0,4.0,6.7,ESE,39.98429165757619,14.5,65.5,1023.1999999999999,4.0,0,2.6,1,0,1,0,0,0,0
2009-03-31,2009,3,March,37,Sydney,19.8,22.5,20.5,2.6,6.0,0.0,SE,39.98429165757619,23.0,87.5,1021.0999999999999,8.0,1,46.0,1,0,0,0,0,0,0
2009-04-01,2009,4,April,37,Sydney,18.4,24.7,22.2,46.0,5.0,2.3,ESE,39.98429165757619,29.0,83.0,1021.05,7.5,1,11.4,1,0,0,0,0,0,0
2009-04-02,2009,4,April,37,Sydney,19.6,24.7,22.85,11.4,3.8,2.4,ESE,39.98429165757619,19.5,83.0,1022.55,7.5,1,5.0,1,0,0,0,0,0,0
2009-04-03,2009,4,April,37,Sydney,20.1,25.1,22.9,5.0,2.6,7.9,ENE,39.98429165757619,12.0,82.5,1019.0,5.5,1,3.0,1,0,0,0,0,0,0
2009-04-04,2009,4,April,37,Sydney,18.3,20.8,19.25,3.0,4.2,1.4,S,39.98429165757619,26.0,71.0,1018.45,7.5,1,0.0,0,0,0,0,0,0,0
2009-04-05,2009,4,April,37,Sydney,17.1,22.8,20.3,0.0,5.6,8.0,W,39.98429165757619,14.5,69.5,1017.25,6.0,0,0.2,0,0,1,0,0,0,0
2009-04-06,2009,4,April,37,Sydney,17.0,21.1,19.45,0.2,3.4,6.9,S,39.98429165757619,28.0,64.0,1020.05,5.0,0,0.2,0,0,1,0,0,0,0
2009-04-07,2009,4,April,37,Sydney,16.3,21.3,19.450000000000003,0.2,5.8,7.7,S,39.98429165757619,17.5,61.0,1025.0,5.0,0,0.0,0,0,1,0,0,0,0
2009-04-08,2009,4,April,37,Sydney,12.8,22.4,20.0,0.0,5.6,9.3,W,39.98429165757619,16.5,62.5,1025.9,3.0,0,0.0,0,0,1,0,0,0,0
2009-04-09,2009,4,April,37,Sydney,15.1,23.2,20.700000000000003,0.0,2.8,8.4,WNW,39.98429165757619,14.0,65.0,1023.9,2.0,0,0.0,0,0,1,0,0,0,0
2009-04-10,2009,4,April,37,Sydney,14.7,22.7,20.4,0.0,4.0,8.3,W,39.98429165757619,12.0,73.0,1022.3,4.5,0,0.0,0,0,1,0,0,0,0
2009-04-11,2009,4,April,37,Sydney,17.4,23.8,21.4,0.0,3.2,0.8,ENE,39.98429165757619,4.5,74.5,1024.2,7.0,0,0.2,0,0,1,0,0,0,0
2009-04-12,2009,4,April,37,Sydney,18.9,26.1,21.9,0.2,0.8,0.45,W,39.98429165757619,12.0,80.5,1021.9,7.0,0,0.0,0,0,0,0,0,0,0
2009-04-13,2009,4,April,37,Sydney,20.4,22.6,21.25,0.0,3.6,0.1,SE,39.98429165757619,11.0,81.5,1020.9,8.0,0,48.0,1,0,0,0,0,0,0
2009-04-14,2009,4,April,37,Sydney,17.6,26.9,21.15,48.0,4.3,7.8,W,39.98429165757619,19.5,79.5,1013.1500000000001,5.5,1,0.2,0,0,0,0,0,0,0
2009-04-15,2009,4,April,37,Sydney,16.1,29.3,24.75,0.2,5.0,10.0,W,39.98429165757619,15.5,47.5,1009.0,0.5,0,0.0,0,0,1,0,0,0,0
2009-04-16,2009,4,April,37,Sydney,14.9,24.1,20.0,0.0,10.0,9.8,W,39.98429165757619,15.0,40.5,1013.45,0.5,0,0.0,0,0,1,0,0,0,0
2009-04-17,2009,4,April,37,Sydney,13.5,24.1,20.45,0.0,4.8,10.3,WNW,39.98429165757619,16.0,53.5,1016.0999999999999,0.5,0,0.0,0,0,1,0,0,0,0
2009-04-18,2009,4,April,37,Sydney,14.2,22.8,19.6,0.0,5.2,7.9,WSW,39.98429165757619,19.5,61.0,1019.05,3.0,0,13.4,1,0,1,0,0,0,0
2009-04-19,2009,4,April,37,Sydney,15.8,22.5,18.9,13.4,3.4,8.3,SSW,39.98429165757619,18.5,76.5,1018.9,6.5,1,9.0,1,0,0,0,0,0,0
2009-04-20,2009,4,April,37,Sydney,15.9,21.4,19.6,9.0,7.0,2.9,SSE,39.98429165757619,25.0,59.5,1019.8,7.0,1,0.6,0,0,0,0,0,0,0
2009-04-21,2009,4,April,37,Sydney,16.4,22.1,20.3,0.6,5.4,5.0,ESE,39.98429165757619,24.0,61.5,1022.05,6.0,0,6.8,1,0,1,0,0,0,0
2009-04-22,2009,4,April,37,Sydney,16.0,22.7,18.65,6.8,3.4,7.7,SW,39.98429165757619,13.0,75.0,1023.4,7.0,1,2.0,1,0,0,0,0,0,0
2009-04-23,2009,4,April,37,Sydney,14.7,21.6,18.45,2.0,4.2,6.3,WNW,39.98429165757619,11.0,73.5,1020.0,4.0,1,0.0,0,0,0,0,0,0,0
2009-04-24,2009,4,April,37,Sydney,13.1,24.7,20.0,0.0,2.0,9.0,NNW,39.98429165757619,10.0,69.0,1009.6500000000001,6.5,0,0.4,0,0,1,0,0,0,0
2009-04-25,2009,4,April,37,Sydney,16.3,23.9,20.75,0.4,5.4,10.3,NW,39.98429165757619,16.5,46.0,1003.4,2.0,0,0.0,0,0,1,0,0,0,0
2009-04-26,2009,4,April,37,Sydney,16.7,20.2,18.6,0.0,6.8,9.2,WNW,39.98429165757619,24.0,38.0,1003.1,2.0,0,0.0,0,0,1,0,0,0,0
2009-04-27,2009,4,April,37,Sydney,11.2,18.7,16.0,0.0,7.2,9.9,W,39.98429165757619,26.0,34.5,1012.85,1.5,0,0.0,0,0,1,0,0,0,0
2009-04-28,2009,4,April,37,Sydney,11.8,21.9,18.3,0.0,4.0,10.5,W,39.98429165757619,22.5,42.0,1015.2,1.5,0,0.0,0,0,1,0,0,0,0
2009-04-29,2009,4,April,37,Sydney,10.2,17.6,14.600000000000001,0.0,4.6,2.4,WNW,39.98429165757619,21.0,61.0,1020.9,7.0,0,6.2,1,0,1,0,0,0,0
2009-04-30,2009,4,April,37,Sydney,11.0,17.4,13.45,6.2,2.4,2.7,W,39.98429165757619,10.5,90.0,1020.45,7.0,1,5.6,1,0,0,0,0,0,0
2009-05-01,2009,5,May,37,Sydney,10.2,22.5,16.85,5.6,3.0,10.3,W,39.98429165757619,14.0,64.5,1022.75,4.0,1,0.0,0,0,0,0,0,0,0
2009-05-02,2009,5,May,37,Sydney,10.9,22.0,17.4,0.0,2.2,9.4,W,39.98429165757619,22.0,58.5,1023.9,1.5,0,13.0,1,0,1,0,0,0,0
2009-05-03,2009,5,May,37,Sydney,11.4,20.5,16.6,13.0,3.6,7.0,W,39.98429165757619,6.5,73.0,1026.65,3.0,1,0.0,0,0,0,0,0,0,0
2009-05-04,2009,5,May,37,Sydney,12.1,23.3,18.05,0.0,3.2,10.0,W,39.98429165757619,17.0,68.5,1027.0,1.0,0,1.2,1,0,1,0,0,0,0
2009-05-05,2009,5,May,37,Sydney,14.0,21.0,17.6,1.2,1.8,4.2,W,39.98429165757619,16.0,73.5,1029.5,6.0,1,0.8,0,0,0,0,0,0,0
2009-05-06,2009,5,May,37,Sydney,12.9,22.9,17.4,0.8,3.2,9.7,W,39.98429165757619,14.0,76.5,1026.0,1.5,0,0.0,0,0,1,0,0,0,0
2009-05-07,2009,5,May,37,Sydney,12.0,22.7,18.3,0.0,4.0,10.2,W,39.98429165757619,18.5,55.5,1023.0,1.0,0,0.0,0,0,1,0,0,0,0
2009-05-08,2009,5,May,37,Sydney,12.3,20.9,17.25,0.0,2.6,9.5,W,39.98429165757619,22.0,66.0,1026.25,1.5,0,0.0,0,0,1,0,0,0,0
2009-05-09,2009,5,May,37,Sydney,11.1,22.8,17.2,0.0,4.4,9.8,W,39.98429165757619,14.0,60.0,1022.3,1.0,0,0.8,0,0,1,0,0,0,0
2009-05-10,2009,5,May,37,Sydney,13.0,20.1,16.75,0.8,3.4,3.4,SSW,39.98429165757619,14.0,66.0,1024.1,6.0,0,1.4,1,0,1,0,0,0,0
2009-05-11,2009,5,May,37,Sydney,11.8,18.9,15.85,1.4,3.4,6.4,W,39.98429165757619,8.5,64.5,1023.8,5.5,1,0.0,0,0,0,0,0,0,0
2009-05-12,2009,5,May,37,Sydney,9.6,20.1,15.25,0.0,2.6,5.5,W,39.98429165757619,15.0,64.5,1019.85,3.5,0,0.0,0,0,1,0,0,0,0
2009-05-13,2009,5,May,37,Sydney,10.4,21.3,16.65,0.0,1.6,9.7,W,39.98429165757619,16.5,59.5,1014.8,1.0,0,0.0,0,0,1,0,0,0,0
2009-05-14,2009,5,May,37,Sydney,11.1,21.5,17.85,0.0,2.6,10.1,NW,39.98429165757619,26.0,40.5,1011.6,1.0,0,0.0,0,0,1,0,0,0,0
2009-05-15,2009,5,May,37,Sydney,12.4,21.7,17.799999999999997,0.0,6.2,8.7,W,39.98429165757619,22.5,46.0,1011.25,1.5,0,0.0,0,0,1,0,0,0,0
2009-05-16,2009,5,May,37,Sydney,14.2,21.7,20.2,0.0,5.0,7.8,W,39.98429165757619,27.0,43.5,1008.1500000000001,7.0,0,0.0,0,0,1,0,0,0,0
2009-05-17,2009,5,May,37,Sydney,11.4,20.7,16.3,0.0,4.8,9.7,W,39.98429165757619,15.0,52.0,1018.2,1.0,0,0.0,0,0,1,0,0,0,0
2009-05-18,2009,5,May,37,Sydney,10.5,20.9,16.45,0.0,2.6,5.2,W,39.98429165757619,18.0,63.0,1024.5,4.0,0,2.6,1,0,1,0,0,0,0
2009-05-19,2009,5,May,37,Sydney,13.0,21.4,17.25,2.6,2.4,4.4,W,39.98429165757619,17.5,72.0,1022.95,6.0,1,20.2,1,0,0,0,0,0,0
2009-05-20,2009,5,May,37,Sydney,14.5,21.2,19.799999999999997,20.2,4.4,3.0,E,39.98429165757619,32.0,65.0,1021.1,7.0,1,27.2,1,0,0,0,0,0,0
2009-05-21,2009,5,May,37,Sydney,14.8,19.7,18.95,27.2,1.8,0.2,W,39.98429165757619,16.31978193139559,57.5,1022.95,7.0,1,4.6,1,0,0,0,0,0,0
2009-05-22,2009,5,May,37,Sydney,15.6,19.6,18.3,4.6,6.6,0.0,W,39.98429165757619,16.31978193139559,72.0,1022.2,8.0,1,17.6,1,0,0,0,0,0,0
2009-05-23,2009,5,May,37,Sydney,15.4,20.8,18.85,17.6,5.0,6.0,W,39.98429165757619,16.31978193139559,73.0,1023.45,6.5,1,1.6,1,0,0,0,0,0,0
2009-05-24,2009,5,May,37,Sydney,17.4,21.3,20.2,1.6,4.4,7.4,W,39.98429165757619,16.31978193139559,50.0,1026.1,5.0,1,0.0,0,0,0,0,0,0,0
2009-05-25,2009,5,May,37,Sydney,13.6,20.3,17.4,0.0,3.6,2.2,W,39.98429165757619,16.31978193139559,71.5,1024.5,7.0,0,0.0,0,0,1,0,0,0,0
2009-05-26,2009,5,May,37,Sydney,12.8,23.4,17.75,0.0,0.6,8.4,E,39.98429165757619,12.500994000497,73.0,1020.5999999999999,1.0,0,0.0,0,0,1,0,0,0,0
2009-05-27,2009,5,May,37,Sydney,13.9,16.9,15.8,0.0,3.0,0.1,W,39.98429165757619,10.5,87.0,1019.4,7.5,0,3.6,1,0,0,0,0,0,0
2009-05-28,2009,5,May,37,Sydney,12.0,19.2,15.3,3.6,0.4,7.7,W,39.98429165757619,19.5,82.0,1020.8,4.0,1,0.0,0,0,0,0,0,0,0
2009-05-29,2009,5,May,37,Sydney,11.4,17.5,14.5,0.0,2.4,6.1,W,39.98429165757619,23.0,65.0,1022.8,5.0,0,15.0,1,0,1,0,0,0,0
2009-05-30,2009,5,May,37,Sydney,9.9,16.5,13.8,15.0,4.6,4.0,W,39.98429165757619,16.0,80.0,1027.65,7.0,1,10.6,1,0,0,0,0,0,0
2009-05-31,2009,5,May,37,Sydney,11.6,18.8,15.65,10.6,1.2,2.8,E,39.98429165757619,24.0,76.5,1032.6,6.5,1,0.6,0,0,0,0,0,0,0
2009-06-01,2009,6,June,37,Sydney,13.1,16.8,14.700000000000001,0.6,3.0,0.0,W,39.98429165757619,9.5,75.0,1031.65,7.5,0,0.0,0,0,1,0,0,0,0
2009-06-02,2009,6,June,37,Sydney,12.5,19.1,16.1,0.0,1.2,3.4,WNW,39.98429165757619,14.0,79.5,1028.6,7.0,0,8.0,1,0,1,0,0,0,0
2009-06-03,2009,6,June,37,Sydney,13.7,18.5,16.8,8.0,2.8,0.1,SE,39.98429165757619,12.5,88.0,1024.1,7.5,1,10.4,1,0,0,0,0,0,0
2009-06-04,2009,6,June,37,Sydney,13.1,17.0,15.100000000000001,10.4,0.0,0.6,W,39.98429165757619,8.5,91.5,1018.75,7.0,1,0.6,0,0,0,0,0,0,0
2009-06-05,2009,6,June,37,Sydney,13.1,18.5,16.45,0.6,1.0,3.5,W,39.98429165757619,16.0,74.0,1013.55,5.0,0,0.0,0,0,1,0,0,0,0
2009-06-06,2009,6,June,37,Sydney,9.3,19.0,15.149999999999999,0.0,2.2,9.8,W,39.98429165757619,12.0,58.0,1012.1,1.0,0,0.2,0,0,1,0,0,0,0
2009-06-07,2009,6,June,37,Sydney,10.7,19.8,15.649999999999999,0.2,3.8,6.6,NW,39.98429165757619,16.0,61.0,1006.5,4.5,0,0.0,0,0,1,0,0,0,0
2009-06-08,2009,6,June,37,Sydney,11.4,19.2,16.200000000000003,0.0,3.2,9.0,NNW,39.98429165757619,17.5,48.5,1008.55,2.0,0,0.0,0,0,1,0,0,0,0
2009-06-09,2009,6,June,37,Sydney,10.0,16.2,13.35,0.0,2.6,6.0,W,39.98429165757619,19.5,53.0,1009.9,5.0,0,0.0,0,0,1,0,0,0,0
2009-06-10,2009,6,June,37,Sydney,9.7,14.2,12.05,0.0,4.4,9.6,W,39.98429165757619,33.0,34.5,1012.35,1.0,0,0.0,0,0,1,0,0,0,0
2009-06-11,2009,6,June,37,Sydney,6.1,15.8,11.65,0.0,4.0,9.8,W,39.98429165757619,24.0,38.0,1019.55,1.0,0,0.0,0,0,1,0,0,0,0
2009-06-12,2009,6,June,37,Sydney,6.2,17.1,12.65,0.0,3.0,9.4,W,39.98429165757619,13.0,54.0,1022.25,4.0,0,0.0,0,0,1,0,0,0,0
2009-06-13,2009,6,June,37,Sydney,7.8,18.5,13.100000000000001,0.0,2.6,4.6,W,39.98429165757619,8.0,55.0,1015.85,7.0,0,0.0,0,0,1,0,0,0,0
2009-06-14,2009,6,June,37,Sydney,9.4,15.6,12.7,0.0,3.4,0.3,W,39.98429165757619,4.0,67.5,1013.2,7.0,0,1.2,1,0,1,0,0,0,0
2009-06-15,2009,6,June,37,Sydney,8.2,19.8,14.299999999999999,1.2,0.8,8.6,W,39.98429165757619,11.0,59.5,1011.85,2.0,1,0.6,0,0,0,0,0,0,0
2009-06-16,2009,6,June,37,Sydney,9.2,16.3,13.35,0.6,3.0,0.5,SW,39.98429165757619,18.0,84.5,1019.0,6.5,0,29.8,1,0,0,0,0,0,0
2009-06-17,2009,6,June,37,Sydney,10.5,15.6,12.7,29.8,0.8,3.3,W,39.98429165757619,12.5,89.5,1027.05,6.5,1,7.8,1,0,0,0,0,0,0
2009-06-18,2009,6,June,37,Sydney,10.1,15.4,12.45,7.8,1.0,3.3,W,39.98429165757619,10.0,90.0,1029.05,7.0,1,23.6,1,0,0,0,0,0,0
2009-06-19,2009,6,June,37,Sydney,9.2,18.0,14.350000000000001,23.6,1.4,7.2,ENE,39.98429165757619,15.0,70.5,1029.1,5.5,1,0.2,0,0,0,0,0,0,0
2009-06-20,2009,6,June,37,Sydney,10.9,16.0,13.6,0.2,3.8,0.6,W,39.98429165757619,13.0,91.0,1026.3,7.0,0,31.8,1,0,0,0,0,0,0
2009-06-21,2009,6,June,37,Sydney,11.7,19.1,15.95,31.8,0.6,1.9,W,39.98429165757619,7.5,87.5,1022.3,7.0,1,12.2,1,0,0,0,0,0,0
2009-06-22,2009,6,June,37,Sydney,14.1,21.0,17.85,12.2,1.8,6.7,WNW,39.98429165757619,6.5,77.5,1019.0,4.5,1,0.0,0,0,0,0,0,0,0
2009-06-23,2009,6,June,37,Sydney,10.1,19.6,15.0,0.0,1.6,9.5,W,39.98429165757619,12.0,74.5,1018.3,1.0,0,0.0,0,0,1,0,0,0,0
2009-06-24,2009,6,June,37,Sydney,9.1,18.9,14.65,0.0,1.4,6.3,NNW,39.98429165757619,7.0,67.5,1012.95,4.0,0,0.0,0,0,1,0,0,0,0
2009-06-25,2009,6,June,37,Sydney,8.7,16.9,13.850000000000001,0.0,2.2,6.5,WNW,39.98429165757619,13.0,59.5,1013.4000000000001,6.5,0,0.0,0,0,1,0,0,0,0
2009-06-26,2009,6,June,37,Sydney,8.7,18.6,13.65,0.0,1.8,8.8,W,39.98429165757619,13.0,63.5,1010.95,5.0,0,0.0,0,0,1,0,0,0,0
2009-06-27,2009,6,June,37,Sydney,9.4,15.8,12.75,0.0,2.2,0.2,WNW,39.98429165757619,8.0,81.5,1006.75,7.0,0,0.0,0,0,0,0,0,0,0
2009-06-28,2009,6,June,37,Sydney,10.4,18.7,14.95,0.0,2.2,5.3,W,39.98429165757619,9.0,70.0,1005.4,5.0,0,2.8,1,0,1,0,0,0,0
2009-06-29,2009,6,June,37,Sydney,9.6,20.7,16.35,2.8,2.0,9.8,W,39.98429165757619,12.0,57.0,1011.3,1.0,1,0.0,0,0,0,0,0,0,0
2009-06-30,2009,6,June,37,Sydney,12.3,19.9,17.35,0.0,1.4,2.2,NNW,39.98429165757619,26.0,60.0,1010.7,5.0,0,0.0,0,0,1,0,0,0,0
2009-07-01,2009,7,July,37,Sydney,15.7,21.2,18.5,0.0,4.0,8.6,W,39.98429165757619,17.5,44.0,1004.95,1.0,0,0.0,0,0,1,0,0,0,0
2009-07-02,2009,7,July,37,Sydney,11.0,18.9,15.4,0.0,4.8,8.4,NNW,39.98429165757619,23.0,43.5,1007.15,1.0,0,0.0,0,0,1,0,0,0,0
2009-07-03,2009,7,July,37,Sydney,11.1,16.2,13.4,0.0,5.6,9.4,W,39.98429165757619,40.5,45.5,1003.75,2.5,0,0.0,0,0,1,0,0,0,0
2009-07-04,2009,7,July,37,Sydney,8.5,17.1,13.399999999999999,0.0,3.8,9.8,W,39.98429165757619,22.5,46.5,1011.8,1.0,0,0.0,0,0,1,0,0,0,0
2009-07-05,2009,7,July,37,Sydney,10.1,18.1,14.5,0.0,3.0,9.8,W,39.98429165757619,15.5,43.0,1016.4,1.5,0,0.0,0,0,1,0,0,0,0
2009-07-06,2009,7,July,37,Sydney,6.2,15.7,11.15,0.0,3.0,6.5,W,39.98429165757619,13.0,61.0,1019.3,6.0,0,0.6,0,0,1,0,0,0,0
2009-07-07,2009,7,July,37,Sydney,7.5,15.1,11.85,0.6,2.6,3.9,W,39.98429165757619,19.0,70.5,1024.55,6.5,0,13.8,1,0,1,0,0,0,0
2009-07-08,2009,7,July,37,Sydney,8.6,16.8,12.95,13.8,2.6,3.2,WNW,39.98429165757619,9.5,78.5,1028.9,6.5,1,6.2,1,0,0,0,0,0,0
2009-07-09,2009,7,July,37,Sydney,9.1,17.6,13.25,6.2,0.4,4.4,WNW,39.98429165757619,21.5,79.5,1029.7,6.0,1,8.8,1,0,0,0,0,0,0
2009-07-10,2009,7,July,37,Sydney,9.5,18.6,13.8,8.8,1.8,8.4,W,39.98429165757619,16.5,81.0,1026.4,5.5,1,0.0,0,0,0,0,0,0,0
2009-07-11,2009,7,July,37,Sydney,9.1,16.4,13.05,0.0,2.0,3.6,W,39.98429165757619,13.0,76.0,1020.6,7.0,0,0.0,0,0,1,0,0,0,0
2009-07-12,2009,7,July,37,Sydney,10.3,16.8,14.25,0.0,1.4,2.3,W,39.98429165757619,17.5,68.0,1012.0,6.5,0,0.2,0,0,1,0,0,0,0
2009-07-13,2009,7,July,37,Sydney,11.6,17.4,15.65,0.2,2.4,2.8,W,39.98429165757619,8.0,60.0,1006.7,6.0,0,0.0,0,0,1,0,0,0,0
2009-07-14,2009,7,July,37,Sydney,10.2,17.2,14.45,0.0,3.2,9.7,W,39.98429165757619,21.5,51.0,1005.9,1.0,0,0.0,0,0,1,0,0,0,0
2009-07-15,2009,7,July,37,Sydney,6.7,17.3,12.95,0.0,2.6,6.9,W,39.98429165757619,12.0,60.5,1009.1500000000001,3.5,0,0.0,0,0,1,0,0,0,0
2009-07-16,2009,7,July,37,Sydney,8.1,16.5,11.85,0.0,2.0,2.5,W,39.98429165757619,23.0,62.5,1011.3,6.5,0,7.0,1,0,1,0,0,0,0
2009-07-17,2009,7,July,37,Sydney,9.2,15.8,12.899999999999999,7.0,3.2,4.5,W,39.98429165757619,21.0,69.5,1019.2,4.5,1,0.0,0,0,0,0,0,0,0
2009-07-18,2009,7,July,37,Sydney,8.0,18.6,13.7,0.0,3.0,9.8,W,39.98429165757619,10.5,63.0,1020.45,1.0,0,0.0,0,0,1,0,0,0,0
2009-07-19,2009,7,July,37,Sydney,8.0,19.9,14.85,0.0,2.2,9.4,W,39.98429165757619,10.0,51.5,1020.1500000000001,1.5,0,0.0,0,0,1,0,0,0,0
2009-07-20,2009,7,July,37,Sydney,8.2,21.3,15.75,0.0,2.6,10.0,W,39.98429165757619,14.0,53.0,1022.75,0.0,0,0.0,0,0,1,0,0,0,0
2009-07-21,2009,7,July,37,Sydney,8.8,23.4,16.25,0.0,5.4,10.0,W,39.98429165757619,13.0,55.5,1018.45,0.5,0,0.0,0,0,1,0,0,0,0
2009-07-22,2009,7,July,37,Sydney,11.2,24.7,21.85,0.0,4.8,8.0,NW,39.98429165757619,19.5,46.5,1008.45,3.0,0,3.6,1,0,1,0,0,0,0
2009-07-23,2009,7,July,37,Sydney,11.4,18.3,15.0,3.6,5.6,8.1,NNW,39.98429165757619,11.5,52.0,1013.6,2.5,1,0.6,0,0,0,0,0,0,0
2009-07-24,2009,7,July,37,Sydney,8.4,17.5,13.0,0.6,2.2,9.4,W,39.98429165757619,14.5,56.5,1025.3,1.5,0,0.0,0,0,1,0,0,0,0
2009-07-25,2009,7,July,37,Sydney,7.6,18.6,12.2,0.0,1.8,9.9,W,39.98429165757619,16.0,67.5,1024.1,0.5,0,0.0,0,0,1,0,0,0,0
2009-07-26,2009,7,July,37,Sydney,8.9,15.3,12.0,0.0,5.8,0.3,W,39.98429165757619,6.5,75.5,1016.6500000000001,7.5,0,12.2,1,0,1,0,0,0,0
2009-07-27,2009,7,July,37,Sydney,8.3,18.9,14.65,12.2,0.4,9.0,W,39.98429165757619,18.0,53.0,1015.8499999999999,1.0,1,0.0,0,0,0,0,0,0,0
2009-07-28,2009,7,July,37,Sydney,8.1,18.7,14.549999999999999,0.0,3.6,10.0,W,39.98429165757619,15.5,50.5,1021.35,1.0,0,0.0,0,0,1,0,0,0,0
2009-07-29,2009,7,July,37,Sydney,9.5,19.5,15.0,0.0,2.2,9.1,WNW,39.98429165757619,13.0,51.0,1023.3,3.0,0,0.0,0,0,1,0,0,0,0
2009-07-30,2009,7,July,37,Sydney,8.5,18.9,14.7,0.0,4.0,9.5,W,39.98429165757619,18.5,52.0,1021.85,1.0,0,0.0,0,0,1,0,0,0,0
2009-07-31,2009,7,July,37,Sydney,9.2,19.7,15.6,0.0,3.0,8.5,NNW,39.98429165757619,15.5,52.0,1018.95,3.5,0,0.0,0,0,1,0,0,0,0
2009-08-01,2009,8,August,37,Sydney,9.2,19.2,15.15,0.0,3.8,10.2,W,39.98429165757619,15.5,46.5,1023.4000000000001,0.5,0,0.0,0,0,1,0,0,0,0
2009-08-02,2009,8,August,37,Sydney,7.9,19.2,13.75,0.0,4.0,10.1,W,39.98429165757619,16.5,54.5,1025.2,1.0,0,0.0,0,0,1,0,0,0,0
2009-08-03,2009,8,August,37,Sydney,8.3,20.5,16.65,0.0,4.0,8.8,WNW,39.98429165757619,17.5,43.5,1019.95,4.5,0,0.0,0,0,1,0,0,0,0
2009-08-04,2009,8,August,37,Sydney,10.0,19.8,14.95,0.0,3.2,5.1,W,39.98429165757619,12.0,51.5,1019.55,5.0,0,0.0,0,0,1,0,0,0,0
2009-08-05,2009,8,August,37,Sydney,7.6,19.3,14.0,0.0,2.8,9.9,W,39.98429165757619,16.0,54.5,1021.5999999999999,2.5,0,0.0,0,0,1,0,0,0,0
2009-08-06,2009,8,August,37,Sydney,8.0,19.5,14.4,0.0,2.0,9.2,W,39.98429165757619,14.0,64.0,1021.4000000000001,5.0,0,0.0,0,0,1,0,0,0,0
2009-08-07,2009,8,August,37,Sydney,11.0,23.5,19.3,0.0,4.8,8.9,NNW,39.98429165757619,23.0,34.0,1012.5999999999999,3.5,0,0.0,0,0,1,0,0,0,0
2009-08-08,2009,8,August,37,Sydney,7.8,16.8,12.850000000000001,0.0,6.4,9.9,W,39.98429165757619,19.5,43.5,1022.0999999999999,1.5,0,0.0,0,0,1,0,0,0,0
2009-08-09,2009,8,August,37,Sydney,5.9,16.8,12.25,0.0,2.6,8.4,W,39.98429165757619,16.0,62.5,1019.3499999999999,3.5,0,0.0,0,0,1,0,0,0,0
2009-08-10,2009,8,August,37,Sydney,6.8,16.3,12.399999999999999,0.0,1.8,4.1,WNW,39.98429165757619,13.0,68.0,1018.4,7.5,0,0.0,0,0,1,0,0,0,0
2009-08-11,2009,8,August,37,Sydney,9.1,16.8,14.0,0.0,1.2,2.4,W,39.98429165757619,13.0,72.5,1014.4,6.5,0,4.2,1,0,1,0,0,0,0
2009-08-12,2009,8,August,37,Sydney,8.9,19.8,15.75,4.2,1.6,9.7,W,39.98429165757619,15.0,54.5,1011.0,4.0,1,0.0,0,0,0,0,0,0,0
2009-08-13,2009,8,August,37,Sydney,9.0,21.0,16.65,0.0,5.4,10.2,W,39.98429165757619,14.0,49.0,1012.9000000000001,0.5,0,0.0,0,0,1,0,0,0,0
2009-08-14,2009,8,August,37,Sydney,10.8,21.0,15.95,0.0,3.0,9.9,W,39.98429165757619,18.5,61.5,1017.8,2.0,0,0.0,0,0,1,0,0,0,0
2009-08-15,2009,8,August,37,Sydney,8.7,22.1,16.6,0.0,3.2,10.5,WNW,39.98429165757619,11.0,56.0,1017.9000000000001,0.0,0,0.0,0,0,1,0,0,0,0
2009-08-16,2009,8,August,37,Sydney,9.4,25.7,19.1,0.0,2.0,10.2,W,39.98429165757619,12.5,46.5,1012.35,1.5,0,0.0,0,0,1,0,0,0,0
2009-08-17,2009,8,August,37,Sydney,13.0,22.9,20.6,0.0,8.0,10.2,W,39.98429165757619,17.5,28.5,1013.55,0.5,0,0.0,0,0,1,0,0,0,0
2009-08-18,2009,8,August,37,Sydney,9.0,18.9,14.55,0.0,6.2,10.4,W,39.98429165757619,17.0,46.5,1027.15,1.0,0,0.0,0,0,1,0,0,0,0
